payment_id,team_id,review_id,category_id,rating,cause,rating_max,weight,critical,category_name
10007,10883,397784,15361,2,[],3,1,FALSE,
10007,10883,397784,15362,3,[],3,1,TRUE,
10007,10883,471027,15362,,[],3,1,TRUE,Empathy/Tone
10007,10883,471028,15362,,[],3,1,TRUE,Empathy/Tone
10007,10883,471027,15363,,[],3,0,FALSE,Product knowledge
10007,10883,471028,15363,,[],3,0,FALSE,Product knowledge
10007,10883,397784,15363,,[],3,0,FALSE,
10007,10883,397784,19985,,[],2,1,FALSE,
10007,10883,471028,19985,2,[],2,1,FALSE,Product
10007,10883,471027,19985,2,[],2,1,FALSE,Product
10007,10883,397784,19986,1,[],2,1,FALSE,
10007,10883,471027,19986,2,[],2,1,FALSE,GDPR
10007,10883,471028,19986,2,[],2,1,FALSE,GDPR
10007,10883,397784,19987,,[],2,1,FALSE,
10007,10883,471028,19987,2,[],2,1,FALSE,Knowledge base
10007,10883,471027,19987,2,[],2,1,FALSE,Knowledge base
10007,11174,457823,54335,,[],4,1,FALSE,AutoTone
10007,11174,452251,54335,4,[],4,1,FALSE,AutoTone
10007,11174,453870,54335,3,[],4,1,FALSE,AutoTone
10007,11174,456522,54335,3,[],4,1,FALSE,AutoTone
10007,11174,452251,54336,,[],1,1,FALSE,AutoSolution
10007,11174,453870,54336,,[],1,1,FALSE,AutoSolution
10007,11174,456522,54336,0,[],1,1,FALSE,AutoSolution
10007,11174,457823,54336,,[],1,1,FALSE,AutoSolution
10007,11174,453870,54337,,[],1,1,FALSE,AutoClosing
10007,11174,457823,54337,,[],1,1,FALSE,AutoClosing
10007,11174,456522,54337,0,[],1,1,FALSE,AutoClosing
10007,11174,452251,54337,,[],1,1,FALSE,AutoClosing
10007,10883,471027,59745,2,[],3,1,TRUE,critical Solution
10007,10883,471028,59746,2,[],4,1,TRUE,critical Solution
10007,10725,322625,15211,0,"[""Other agent - Processing""]",2,1,FALSE,
10007,10725,322627,15211,0,"[""Other agent - Processing""]",2,1,FALSE,
10007,10725,322627,15213,0,"[""Other agent - Outcome/decision""]",2,1,TRUE,
10007,11139,322526,31393,1,"[""Other""]",1,2,FALSE,
10007,11139,322575,31393,1,"[""Other""]",1,2,FALSE,
10007,11139,322526,31395,0,"[""Other""]",1,1,FALSE,
10007,11139,322575,31395,1,"[""Other""]",1,1,FALSE,
10007,10883,471028,51115,,[],1,1,FALSE,Solution
10007,10883,471027,51115,,[],1,1,FALSE,Solution
10007,10883,471027,18619,,[],3,0,FALSE,test cat
10007,10883,397784,18619,,[],3,0,FALSE,
10007,10883,471028,18619,,[],3,0,FALSE,test cat
10007,10883,471027,35800,,[],3,1,FALSE,Solution
10007,10883,397784,35800,,[],3,1,FALSE,
10007,10883,471028,35800,,[],3,1,FALSE,Solution
10007,11696,466923,51170,1,[],1,1,TRUE,Autoqa test
10007,10883,471028,34535,2,[],2,1,FALSE,Test
10007,10883,471027,34535,2,[],2,1,FALSE,Test
10007,10883,397784,34535,,[],2,1,FALSE,
10007,11174,456522,37114,3,[],4,1,FALSE,AutoGrammar
10007,11174,452251,37114,4,[],4,1,FALSE,AutoGrammar
10007,11174,453870,37114,4,[],4,1,FALSE,AutoGrammar
10007,11174,457823,37114,4,[],4,1,FALSE,AutoGrammar
10007,11174,457823,37115,,[],1,1,FALSE,AutoGreeting
10007,11174,452251,37115,0,[],1,1,FALSE,AutoGreeting
10007,11174,456522,37115,0,[],1,1,FALSE,AutoGreeting
10007,11174,453870,37115,,[],1,1,FALSE,AutoGreeting
10007,11174,457823,37116,1,[],1,1,FALSE,AutoEmpathy
10007,11174,452251,37116,,[],1,1,FALSE,AutoEmpathy
10007,11174,456522,37116,,[],1,1,FALSE,AutoEmpathy
10007,11174,453870,37116,1,[],1,1,FALSE,AutoEmpathy
10007,11578,322573,30781,42,[],1,1,TRUE,
10007,11578,322573,30782,42,[],2,1,FALSE,
10007,11578,322573,30790,42,[],3,1,FALSE,
10007,11578,322573,30792,42,[],3,1,FALSE,
10007,11174,341558,20318,42,[],3,1,FALSE,
10007,11174,343090,20318,42,[],3,1,FALSE,
10007,11174,341558,20319,42,[],3,1,FALSE,
10007,11174,343090,20319,42,[],3,1,FALSE,
10007,11174,341558,20320,42,[],3,1,FALSE,
10007,11174,343090,20320,42,[],3,1,FALSE,
10007,10725,320937,15210,0,[],2,1,FALSE,
10007,10725,322627,15210,1,[],2,1,FALSE,
10007,10725,322625,15210,1,[],2,1,FALSE,
10007,10725,321045,15210,1,[],2,1,FALSE,
10007,10725,320939,15210,0,[],2,1,FALSE,
10007,10725,321045,15211,1,[],2,1,FALSE,
10007,10725,320937,15211,0,[],2,1,FALSE,
10007,10725,320939,15211,0,[],2,1,FALSE,
10007,10725,322625,15212,42,[],2,1,TRUE,
10007,10725,320937,15212,0,[],2,1,TRUE,
10007,10725,320939,15212,0,[],2,1,TRUE,
10007,10725,322627,15212,42,[],2,1,TRUE,
10007,10725,321045,15212,1,[],2,1,TRUE,
10007,10725,321045,15213,1,[],2,1,TRUE,
10007,10725,320937,15213,0,[],2,1,TRUE,
10007,10725,320939,15213,0,[],2,1,TRUE,
10007,10725,322625,15213,1,[],2,1,TRUE,
10007,10725,321045,15214,1,[],2,1,TRUE,
10007,10725,320939,15214,0,[],2,1,TRUE,
10007,10725,322627,15214,1,[],2,1,TRUE,
10007,10725,320937,15214,0,[],2,1,TRUE,
10007,10725,322625,15214,1,[],2,1,TRUE,
10007,10725,321045,32371,1,[],2,1,FALSE,
10007,10725,320937,32371,1,[],2,1,FALSE,
10007,10725,322627,32371,1,[],2,1,FALSE,
10007,10725,320939,32371,0,[],2,1,FALSE,
10007,10725,322625,32371,1,[],2,1,FALSE,
10007,10725,322625,32372,1,[],2,1,FALSE,
10007,10725,320939,32372,0,[],2,1,FALSE,
10007,10725,320937,32372,0,[],2,1,FALSE,
10007,10725,321045,32372,1,[],2,1,FALSE,
10007,10725,322627,32372,1,[],2,1,FALSE,
10007,10725,321045,15233,1,[],2,1,FALSE,
10007,10725,322625,15233,0,[],2,1,FALSE,
10007,10725,320939,15233,42,[],2,1,FALSE,
10007,10725,320937,15233,42,[],2,1,FALSE,
10007,10725,322627,15233,0,[],2,1,FALSE,
10007,10725,322625,15234,1,[],2,1,FALSE,
10007,10725,320937,15234,42,[],2,1,FALSE,
10007,10725,320939,15234,42,[],2,1,FALSE,
10007,10725,322627,15234,1,[],2,1,FALSE,
10007,10725,321045,15234,1,[],2,1,FALSE,
10007,10725,320937,15235,42,[],2,1,FALSE,
10007,10725,320939,15235,42,[],2,1,FALSE,
10007,10725,322627,15235,1,[],2,1,FALSE,
10007,10725,321045,15235,1,[],2,1,FALSE,
10007,10725,322625,15235,1,[],2,1,FALSE,
10007,10725,321045,15236,1,[],2,1,FALSE,
10007,10725,320937,15236,42,[],2,1,FALSE,
10007,10725,322627,15236,1,[],2,1,FALSE,
10007,10725,320939,15236,42,[],2,1,FALSE,
10007,10725,322625,15236,1,[],2,1,FALSE,
10007,10725,322627,15238,1,[],2,1,FALSE,
10007,10725,320939,15238,42,[],2,1,FALSE,
10007,10725,322625,15238,1,[],2,1,FALSE,
10007,10725,321045,15238,1,[],2,1,FALSE,
10007,10725,320937,15238,42,[],2,1,FALSE,
10007,10725,321045,15239,1,[],2,1,FALSE,
10007,10725,322627,15239,1,[],2,1,FALSE,
10007,10725,320937,15239,42,[],2,1,FALSE,
10007,10725,322625,15239,1,[],2,1,FALSE,
10007,10725,320939,15239,42,[],2,1,FALSE,
10007,10725,320937,15240,42,[],2,1,FALSE,
10007,10725,322625,15240,1,[],2,1,FALSE,
10007,10725,320939,15240,42,[],2,1,FALSE,
10007,10725,321045,15240,1,[],2,1,FALSE,
10007,10725,322627,15240,1,[],2,1,FALSE,
10007,10725,322625,15241,1,[],2,1,FALSE,
10007,10725,322627,15241,1,[],2,1,FALSE,
10007,10725,321045,15241,1,[],2,1,FALSE,
10007,10725,320939,15241,42,[],2,1,FALSE,
10007,10725,320937,15241,42,[],2,1,FALSE,
10007,10725,322625,15242,1,[],2,1,FALSE,
10007,10725,320939,15242,42,[],2,1,FALSE,
10007,10725,321045,15242,1,[],2,1,FALSE,
10007,10725,320937,15242,42,[],2,1,FALSE,
10007,10725,322627,15242,1,[],2,1,FALSE,
10007,11139,322526,31394,0,[],1,2,FALSE,
10007,11139,322575,31394,1,[],1,2,FALSE,
10007,11578,276295,29603,1,[],3,1,FALSE,
10007,11578,322573,29603,1,[],3,0,FALSE,
10007,11578,276295,29604,1,[],3,1,FALSE,
10007,11139,322526,31396,1,[],1,2,TRUE,
10007,11139,322575,31396,0,[],1,2,TRUE,
10007,11578,276295,29605,1,[],3,1,FALSE,
10007,11139,322575,30910,1,[],1,1,FALSE,
10007,11139,322526,30910,1,[],1,1,FALSE,
10007,11139,322575,30911,1,[],1,2,FALSE,
10007,11139,322526,30911,1,[],1,2,FALSE,
10007,11139,322575,30912,1,[],1,2,FALSE,
10007,11139,322526,30912,1,[],1,2,FALSE,
10007,11696,323897,35578,1,[],1,1,FALSE,
10007,11174,343090,37114,0,[],4,1,FALSE,
10007,11174,341558,37114,2,[],4,1,FALSE,
10007,11696,323897,35579,2,[],4,1,FALSE,
10007,11174,341558,37115,42,[],1,1,FALSE,
10007,11174,343090,37115,42,[],1,1,FALSE,
10007,11174,343090,37116,42,[],1,1,FALSE,
10007,11174,341558,37116,42,[],1,1,FALSE,
10007,10040,462471,38680,1,[],1,1,FALSE,AutoEmpathy
10007,10040,452789,38679,1,[],1,1,FALSE,AutoGreeting
10007,10040,506240,38679,1,[],1,1,FALSE,AutoGreeting
10007,10040,471567,49177,1,[],1,1,FALSE,AutoSolution
10007,10040,462471,10406,3,[],3,1,FALSE,Solution
10007,10040,439876,49178,,[],4,1,FALSE,AutoTone
10007,10005,525028,47642,1,[],1,1,FALSE,AIpie
10007,10491,469126,15308,,[],4,1.75,FALSE,Weather
10007,10040,444514,49173,1,[],1,1,FALSE,AutoClosing
10007,10040,510633,10406,,[],3,1,FALSE,Solution
10007,10040,506240,49178,4,[],4,1,FALSE,Tone
10007,10040,506240,49173,1,[],1,1,FALSE,Closing
10007,10040,452180,10408,,[],3,1,TRUE,Product knowledge
10007,10040,455277,38681,4,[],4,1,FALSE,AutoGrammar
10007,10040,495819,38679,1,[],1,1,FALSE,AutoGreeting
10007,10040,462471,49178,4,[],4,1,FALSE,AutoTone
10007,10040,439876,10406,,[],3,1,FALSE,Solution
10007,10491,469126,14217,,[],4,1.3,FALSE,Dog gifs
10007,10040,495819,49177,1,[],1,1,FALSE,Solution offered
10007,10040,452789,49173,,[],1,1,FALSE,AutoClosing
10007,10040,462471,38681,4,[],4,1,FALSE,AutoGrammar
10007,10040,495819,10408,,[],3,1,TRUE,Product knowledge
10007,10040,439876,49173,,[],1,1,FALSE,AutoClosing
10007,10040,444514,10408,,[],3,1,TRUE,Product knowledge
10007,10040,510632,10406,,[],3,1,FALSE,Solution
10007,10040,455277,49177,,[],1,1,FALSE,AutoSolution
10007,10040,510632,10408,,[],3,1,TRUE,Product knowledge
10007,10040,510633,38679,1,[],1,1,FALSE,AutoGreeting
10007,10040,510632,38679,1,[],1,1,FALSE,AutoGreeting
10007,10040,506240,38680,1,[],1,1,FALSE,AutoEmpathy
10007,10040,455277,49173,,[],1,1,FALSE,AutoClosing
10007,10040,444514,38681,4,[],4,1,FALSE,AutoGrammar
10007,10040,495819,49178,,[],4,1,FALSE,Tone
10007,10040,439876,38679,,[],1,1,FALSE,AutoGreeting
10007,10040,495819,38681,,[],4,1,FALSE,AutoGrammar
10007,10040,506240,10408,3,[],3,1,TRUE,Product knowledge
10007,10040,462471,49177,1,[],1,1,FALSE,AutoSolution
10007,10040,455277,38680,,[],1,1,FALSE,AutoEmpathy
10007,10040,439876,49177,,[],1,1,FALSE,AutoSolution
10007,10040,495819,10406,,[],3,1,FALSE,Solution
10007,10005,434954,47642,1,[],1,1,FALSE,AIpie
10007,10040,455277,49178,,[],4,1,FALSE,AutoTone
10007,10040,471567,38680,1,[],1,1,FALSE,AutoEmpathy
10007,10040,455277,38679,,[],1,1,FALSE,AutoGreeting
10007,10040,462471,38679,1,[],1,1,FALSE,AutoGreeting
10007,10040,520322,49173,1,[],1,1,FALSE,Closing
10007,10040,520322,49177,,[],1,1,FALSE,Solution offered
10007,10040,520322,38679,1,[],1,1,FALSE,AutoGreeting
10007,10040,520322,38680,1,[],1,1,FALSE,AutoEmpathy
10007,10040,520322,10406,,[],3,1,FALSE,Solution
10007,10040,520322,10408,,[],3,1,TRUE,Product knowledge
10007,10040,520322,49178,,[],4,1,FALSE,Tone
10007,10040,520322,38681,4,[],4,1,FALSE,AutoGrammar
10007,10040,444514,38680,1,[],1,1,FALSE,AutoEmpathy
10007,10040,506240,10406,3,[],3,1,FALSE,Solution
10007,10040,510633,49178,,[],4,1,FALSE,Tone
10007,10040,510633,49177,,[],1,1,FALSE,Solution offered
10007,10040,506240,38681,4,[],4,1,FALSE,AutoGrammar
10007,10244,325514,29295,42,[],1,1,FALSE,
10007,10244,325514,29296,1,[],1,1,FALSE,
10007,10005,293735,10199,1,[],1,1,FALSE,
10007,10005,293735,10302,42,[],1,1,FALSE,
10007,10005,293735,32900,42,[],1,1,FALSE,
10007,10005,293735,10200,42,[],1,1,FALSE,
10007,10005,293735,32902,1,[],1,1,FALSE,
10007,10040,350493,32911,42,[],1,1,FALSE,
10007,10040,350493,32912,42,[],1,1,FALSE,
10007,10040,342162,32912,42,[],1,1,FALSE,
10007,10040,325617,34841,42,[],1,1,FALSE,
10007,10040,341943,34841,42,[],1,1,FALSE,
10007,10040,342162,32911,42,[],1,1,FALSE,
10007,10040,342162,15359,42,[],1,1,TRUE,
10007,10040,325617,15359,1,[],1,1,TRUE,
10007,10040,350493,34841,42,[],1,1,FALSE,
10007,10040,325617,32911,42,[],1,1,FALSE,
10007,10040,341943,32911,42,[],1,1,FALSE,
10007,10040,350493,15359,42,[],1,1,TRUE,
10007,10040,325617,32912,42,[],1,1,FALSE,
10007,10040,341943,15359,42,[],1,1,TRUE,
10007,10040,342162,34841,42,[],1,1,FALSE,
10007,10040,341943,32912,42,[],1,1,FALSE,
10007,10040,350493,38679,42,[],1,1,FALSE,
10007,10040,350493,38680,42,[],1,1,FALSE,
10007,10005,293735,24297,42,[],2,1,FALSE,
10007,10005,293735,24298,42,[],2,1,FALSE,
10007,10040,350493,28262,42,[],2,1,FALSE,
10007,10040,341943,28262,42,[],2,1,FALSE,
10007,10040,325617,28262,42,[],2,1,FALSE,
10007,10040,342162,28262,42,[],2,1,FALSE,
10007,10244,325514,11090,42,[],3,1,FALSE,
10007,10244,325514,13926,42,[],3,1,FALSE,
10007,10244,325514,11092,42,[],3,1,FALSE,
10007,10244,325514,24893,42,[],3,1,FALSE,
10007,10244,325514,24864,42,[],3,1,FALSE,
10007,10244,325514,20769,42,[],3,1,FALSE,
10007,10244,325514,15410,42,[],3,1,FALSE,
10007,10244,325514,11089,42,[],3,1,FALSE,
10007,10244,325514,12398,42,[],3,2,FALSE,
10007,10244,325514,11087,42,[],3,1,TRUE,
10007,10005,293735,10423,2,[],3,1,TRUE,
10007,10040,350493,14117,42,[],3,1,FALSE,
10007,10040,342162,14900,2,[],3,0,FALSE,
10007,10040,341943,10408,42,[],3,1,FALSE,
10007,10040,341943,10456,42,[],3,1,FALSE,
10007,10040,341943,14117,42,[],3,1,FALSE,
10007,10040,325617,10408,42,[],3,1,FALSE,
10007,10040,342162,10456,42,[],3,1,FALSE,
10007,10040,350493,10406,42,[],3,1,FALSE,
10007,10040,350493,10456,42,[],3,1,FALSE,
10007,10040,341943,14900,42,[],3,0,FALSE,
10007,10040,325617,10406,42,[],3,1,FALSE,
10007,10040,341943,10406,42,[],3,1,FALSE,
10007,10040,342162,10408,42,[],3,1,FALSE,
10007,10040,325617,14117,42,[],3,1,FALSE,
10007,10040,325617,10456,42,[],3,1,FALSE,
10007,10040,342162,14117,42,[],3,1,FALSE,
10007,10040,350493,14900,42,[],3,0,FALSE,
10007,10040,342162,10406,42,[],3,1,FALSE,
10007,10040,325617,14900,42,[],3,0,FALSE,
10007,10040,350493,10408,42,[],3,1,FALSE,
10007,10005,293735,21520,2,[],4,1,FALSE,
10007,10005,293735,14911,42,[],4,0.55,FALSE,
10007,10040,350493,38681,42,[],4,1,FALSE,
10007,10040,341943,35856,2,[],4,1,FALSE,
10007,10040,325617,35856,42,[],4,1,FALSE,
10007,10040,350493,35856,1,[],4,1,FALSE,
10007,10040,342162,35856,2,[],4,1,FALSE,
10007,10491,469126,35174,,[],3,1.7,FALSE,Product knowledge
10007,10040,471567,49173,1,[],1,1,FALSE,Closing
10007,10040,510632,49173,,[],1,1,FALSE,Closing
10007,10040,452789,38680,1,[],1,1,FALSE,AutoEmpathy
10007,10040,506240,49177,1,[],1,1,FALSE,Solution offered
10007,10040,471567,10406,,[],3,1,FALSE,Solution
10007,10040,452789,10406,,[],3,1,FALSE,Solution
10007,10040,510633,10408,,[],3,1,TRUE,Product knowledge
10007,10005,525821,47642,1,[],1,1,FALSE,AIpie
10007,10040,471567,10408,3,[],3,1,TRUE,Product knowledge
10007,10040,471567,49178,,[],4,1,FALSE,AutoTone
10007,10040,471567,38681,4,[],4,1,FALSE,AutoGrammar
10007,10040,439876,38681,4,[],4,1,FALSE,AutoGrammar
10007,10040,452180,49178,,[],4,1,FALSE,AutoTone
10007,10040,510633,49173,,[],1,1,FALSE,Closing
10007,10040,452789,49178,4,[],4,1,FALSE,AutoTone
10007,10040,452789,10408,,[],3,1,TRUE,Product knowledge
10007,10040,444514,49178,3,[],4,1,FALSE,AutoTone
10007,10040,510633,38681,,[],4,1,FALSE,AutoGrammar
10007,10040,455277,10408,3,[],3,1,TRUE,Product knowledge
10007,10005,434954,10199,1,[],1,1,FALSE,Purr for
10007,10040,510632,38681,,[],4,1,FALSE,AutoGrammar
10007,10491,469126,12928,,[],3,1,FALSE,Tone
10007,10040,510632,49177,,[],1,1,FALSE,Solution offered
10007,10040,444514,38679,1,[],1,1,FALSE,AutoGreeting
10007,10040,452180,49177,,[],1,1,FALSE,AutoSolution
10007,10491,469126,36608,,[],1,1,FALSE,Greeting
10007,10040,495819,49173,,[],1,1,FALSE,Closing
10007,10040,452180,49173,,[],1,1,FALSE,AutoClosing
10007,10005,523955,47642,1,[],1,1,FALSE,AIpie
10007,10040,439876,38680,1,[],1,1,FALSE,AutoEmpathy
10007,10040,439876,10408,,[],3,1,TRUE,Product knowledge
10007,10040,462471,49173,1,[],1,1,FALSE,AutoClosing
10007,10040,455277,10406,3,[],3,1,FALSE,Solution
10007,10040,471567,38679,1,[],1,1,FALSE,AutoGreeting
10007,10491,469126,37063,,[],1,1,FALSE,Empathy
10007,10040,510633,38680,1,[],1,1,FALSE,AutoEmpathy
10007,10491,469126,54882,1,[],1,1,TRUE,Cat gifs
10007,10040,452180,10406,,[],3,1,FALSE,Solution
10007,10491,469126,20176,,[],4,1,FALSE,Cat memes
10007,10040,452180,38680,1,[],1,1,FALSE,AutoEmpathy
10007,10040,462471,10408,3,[],3,1,TRUE,Product knowledge
10007,10040,452180,38679,1,[],1,1,FALSE,AutoGreeting
10007,10040,444514,49177,0,[],1,1,FALSE,AutoSolution
10007,10491,469126,36634,,[],4,1,FALSE,Grammar
10007,10040,444514,10406,,[],3,1,FALSE,Solution
10007,10040,495819,38680,1,[],1,1,FALSE,AutoEmpathy
10007,10040,510632,38680,,[],1,1,FALSE,AutoEmpathy
10007,10040,452180,38681,,[],4,1,FALSE,AutoGrammar
10007,10040,452789,49177,,[],1,1,FALSE,AutoSolution
10007,10040,510632,49178,,[],4,1,FALSE,Tone
10007,10040,452789,38681,4,[],4,1,FALSE,AutoGrammar